# HSK 1-6 word levels — sourced from krmanik/HSK-3.0 (MIT)
# Format: simplified<TAB>pinyin<TAB>level
下次	xià cì	1
下课	xiàkè	1
下午	xià wǔ	1
下雨	xiàyǔ	1
先	xiān	1
先生	xiānshēng	1
现在	xiàn zài	1
想	xiǎng	1
小	xiǎo	1
小孩儿	xiǎoháir	1
小姐	xiǎojiě	1
小朋友	xiǎopéngyǒu	1
小时	xiǎoshí	1
小学	xiǎoxué	1
小学生	xiǎoxuéshēng	1
笑	xiào	1
写	xiě	1
谢谢	xièxiè	1
新	xīn	1
新年	xīn nián	1
星期	xīngqí	1
星期日	Xīng qī rì	1
星期天	Xīng qī tiān	1
行	xíng	1
休息	xiūxí	1
学	xué	1
学生	xuéshēng	1
学习	xuéxí	1
学校	xuéxiào	1
学院	xuéyuàn	1
要	yào	1
爷爷	yéyé	1
也	yě	1
页	yè	1
一	yī	1
衣服	yīfú	1
医生	yīshēng	1
医院	yīyuàn	1
一半	yíbàn	1
一会儿	yīhuìr	1
一块儿	yīkuàiēr	1
一下儿	yīxià r	1
一样	yīyàng	1
一边	yībiān	1
一点儿	yīdiǎnēr	1
一起	yīqǐ	1
一些	yīxiē	1
用	yòng	1
有	yǒu	1
有的	yǒude	1
有名	yǒumíng	1
有时候	yǒushíhòu	1
有些	yǒuxiē	1
有用	yǒuyòng	1
右	yòu	1
右边	yoù bian	1
雨	yǔ	1
元	yuán	1
远	yuǎn	1
月	yuè	1
再	zài	1
再见	zàijiàn	1
在	zài	1
在家	zàijiā	1
早	zǎo	1
早饭	zǎo fàn	1
早上	zǎo shang	1
怎么	zěnme	1
站	zhàn	1
找	zhǎo	1
找到	zhǎodào	1
这	zhè	1
这边	zhèbiān	1
这里	zhèlǐ	1
这儿	zhèēr	1
这些	zhèxiē	1
着	zhe	1
真	zhēn	1
真的	zhēnde	1
正	zhèng	1
正在	zhèngzài	1
知道	zhīdào	1
知识	zhīshì	1
中	zhōng	1
中国	zhōngguó	1
中间	zhōngjiān	1
中文	zhōngwén	1
中午	zhōng wǔ	1
中学	zhōngxué	1
中学生	zhōng xué shēng	1
重	zhòng	1
重要	zhòngyào	1
住	zhù	1
准备	zhǔnbèi	1
桌子	zhuōzi5	1
字	zì	1
子	zǐ	1
走	zǒu	1
走路	zǒulù	1
最	zuì	1
最好	zuìhǎo	1
最后	zuì hoù	1
昨天	zuó tiān	1
左	zuǒ	1
左边	zuǒ bian	1
坐	zuò	1
坐下	zuòxià	1
做	zuò	1
啊	ā	2
爱情	àiqíng	2
爱人	ài ren	2
安静	ānjìng	2
安全	ānquán	2
白色	báisè	2
班长	bānzhǎng	2
办	bàn	2
办法	bànfǎ	2
办公室	bàngōngshì	2
半夜	bàn yè	2
帮助	bāngzhù	2
饱	bǎo	2
报名	bàomíng	2
报纸	bàozhǐ	2
北方	běifāng	2
背	bèi	2
比如	bǐ rú	2
比如说	bǐrúshuō	2
笔	bǐ	2
笔记	bǐjì	2
笔记本	bǐ jì běn	2
必须	bìxū	2
边	biān	2
变	biàn	2
变成	biànchéng	2
遍	biàn	2
表	biǎo	2
示	shì	2
不错	búcuò	2
不但	búdàn	2
不够	bù goù	2
不过	búguò	2
不太	butài	2
不要	búyào	2
不好意思	bùhǎoyìsī	2
不久	bù jiǔ	2
不满	bùmǎn	2
不如	bùrú	2
不少	bùshǎo	2
不同	bùtóng	2
不行	bù xíng	2
不一定	bùyīdìng	2
不一会儿	buyīhuìér	2
部分	bùfèn	2
才	cái	2
菜单	cài dān	2
参观	cānguān	2
参加	cānjiā	2
草	cǎo	2
草地	cǎo dì	2
层	céng	2
查	chá	2
差不多	chābùduō	2
长	cháng	2
常见	chángjiàn	2
常用	cháng yòng	2
场	cháng	2
超过	chāoguò	2
超市	chāo shì	2
车辆	chēliàng	2
称	chēng	2
成	chéng	2
成绩	chéngjī	2
成为	chéngwéi	2
重复	chóngfù	2
重新	chóngxīn	2
出发	chūfā	2
出国	chūguó	2
出口	chūkǒu	2
出门	chūmén	2
出生	chūshēng	2
出现	chūxiàn	2
出院	chū yuàn	2
出租	chūzū	2
出租车	chū zū chē	2
船	chuán	2
吹	chuī	2
春节	Chūn jié	2
春天	chūn tiān	2
词	cí	2
词典	cídiǎn	2
词语	cí yǔ	2
从小	cóngxiǎo	2
答应	dāyìng	2
打工	dǎgōng	2
打算	dǎsuàn	2
打印	dǎ yìn	2
大部分	dàbùfèn	2
大大	dà dà	2
大多数	dàduōshù	2
大海	dàhǎi	2
大家	dàjiā	2
大量	dàliàng	2
大门	dàmén	2
大人	dàrén	2
大声	dàshēng	2
大小	dàxiǎo	2
大衣	dà yī	2
大自然	dàzìrán	2
带	dài	2
带来	dàilái	2
单位	dānwèi	2
但	dàn	2
但是	dànshì	2
蛋	dàn	2
当	dāng	2
当时	dàng shí	2
倒	dào	2
到处	dàochù	2
道	dào	2
道理	dàolǐ	2
道路	dàolù	2
得	děi	2
得出	dé chū	2
的话	dehuà	2
灯	dēng	2
等	děng	2
等到	děngdào	2
等于	děngyū	2
低	dī	2
地球	dìqiú	2
地铁	dì tiě	2
地铁站	dì tiě zhàn	2
点头	diǎntóu	2
店	diàn	2
掉	diào	2
东北	dōngběi	2
东方	dōngfāng	2
东南	dōngnán	2
冬天	dōng tiān	2
懂	dǒng	2
懂得	dǒngde	2
动物	dòngwù	2
动物园	dòngwùyuán	2
读音	dú yīn	2
度	dù	2
短	duǎn	2
短信	duǎn xìn	2
段	duàn	2
队	duì	2
队长	duìzhǎng	2
对	duì	2
对话	duìhuà	2
对面	duìmiàn	2
多	duō	2
多久	duō jiǔ	2
多么	duóme	2
多数	duōshù	2
多云	duō yún	2
而且	érqiě	2
发	fā	2
发现	fāxiàn	2
饭馆	fàn guǎn	2
方便	fāngbiàn	2
方便面	fāng biàn miàn	2
方法	fāngfǎ	2
方面	fāngmiàn	2
方向	fāngxiàng	2
放下	fàngxià	2
放心	fàngxīn	2
分	fèn	2
分开	fēnkāi	2
分数	fēnshù	2
分钟	fēnzhōng	2
份	fèn	2
封	fēng	2
服务	fúwù	2
复习	fù xí	2
该	gāi	2
改	gǎi	2
改变	gǎibiàn	2
干杯	gān bēi	2
感到	gǎndào	2
感动	gǎndòng	2
感觉	gǎnjué	2
感谢	gǎnxiè	2
干活儿	gànhuór	2
刚	gāng	2
刚才	gāng cái	2
刚刚	gānggāng	2
高级	gāojí	2
高中	gāozhōng	2
个子	gèzi5	2
更	gèng	2
公共汽车	gōng gòng qì chē	2
公交车	gōng jiāo chē	2
公斤	gōngjīn	2
公里	gōnglǐ	2
公路	gōnglù	2
公平	gōngpíng	2
公司	gōngsī	2
公园	gōngyuán	2
狗	gǒu	2
够	gòu	2
故事	gùshì	2
故意	gùyì	2
顾客	gùkè	2
关机	guān jī	2
关心	guānxīn	2
观点	guāndiǎn	2
广场	guǎngchǎng	2
广告	guǎnggào	2
国际	guójì	2
过来	guòlái	2
过年	guònián	2
过去	guòqù	2
过	guò	2
海	hǎi	2
海边	hǎi biān	2
喊	hǎn	2
好	hǎo	2
好处	hǎochù	2
好多	hǎoduō	2
好久	hǎo jiǔ	2
好人	hǎorén	2
好事	hǎo shì, hào shì	2
好像	hǎoxiàng	2
合适	héshì	2
河	hé	2
黑	hēi	2
黑板	hēi bǎn	2
黑色	hēisè	2
红	hóng	2
红色	hóngsè	2
后来	hoù lái	2
忽然	hūrán	2
湖	hú	2
护照	hùzhào	2
花	huā	2
花园	huāyuán	2
画	huà	2
画家	huàjiā	2
画儿	huàr	2
坏处	huài chu	2
坏人	huàirén	2
欢迎	huānyíng	2
换	huàn	2
黄	huáng	2
黄色	huángsè	2
回	huí	2
回国	huíguó	2
会	huì	2
活动	huódòng	2
或	huò	2
或者	huòzhě	2
机会	jīhuì	2
鸡	jī	2
级	jí	2
急	jí	2
计划	jìhuà	2
计算机	jì suàn jī	2
加	jiā	2
加油	jiāyóu	2
家	jiā	2
家庭	jiātíng	2
家长	jiāzhǎng	2
假	jiǎ	2
假期	jiàqí	2
检查	jiǎnchá	2
见到	jiàndào	2
见过	jiànguò	2
件	jiàn	2
健康	jiànkāng	2
讲	jiǎng	2
讲话	jiǎnghuà	2
交	jiāo	2
交给	jiāogěi	2
交朋友	jiāo péng you	2
交通	jiāotōng	2
角	jiǎo	2
角度	jiǎodù	2
饺子	jiǎo zi	2
脚	jiǎo	2
叫作	jiào zuò	2
教师	jiàoshī	2
教室	jiàoshì	2
教学	jiāoxué	2
教育	jiàoyū	2
接	jiē	2
接到	jiēdào	2
接受	jiēshòu	2
接下来	jiēxiàlái	2
接着	jiēzhe	2
街	jiē	2
节	jié	2
节目	jiémù	2
节日	jiérì	2
结果	jiéguǒ	2
借	jiè	2
斤	jīn	2
今后	jīn hoù	2
进入	jìnrù	2
进行	jìnxíng	2
近	jìn	2
经常	jīngcháng	2
经过	jīngguò	2
经理	jīnglǐ	2
酒	jiǔ	2
酒店	jiǔdiàn	2
就要	jiù yào	2
举	jǔ	2
举手	jǔshǒu	2
举行	jǔxíng	2
句	jù	2
句子	jùzi	2
卡	kǎ, qiǎ	2
开机	kāi jī	2
开心	kāixīn	2
开学	kāixué	2
看法	kànfǎ	2
考生	kǎoshēng	2
靠	kào	2
科	kē	2
科学	kēxué	2
可爱	kěài	2
可能	kěnéng	2
可怕	kěpà	2
可是	kěshì	2
可以	kěyǐ	2
克	kè, kēi	2
刻	kè	2
客人	kèrén	2
课堂	kè táng	2
空气	kōngqì	2
哭	kū	2
快餐	kuài cān	2
快点儿	kuàidiǎnr	2
快乐	kuàilè	2
快要	kuài yào	2
筷子	kuài zi	2
拉	lā	2
来自	láizì	2
蓝	lán	2
蓝色	lánsè	2
篮球	lánqiú	2
老	lǎo	2
老年	lǎonián	2
老朋友	lǎo péng you	2
老是	lǎoshì	2
离	lí	2
离开	líkāi	2
礼物	lǐwù	2
里头	lǐtóu	2
理想	lǐxiǎng	2
例如	lìrú	2
例子	lìzi	2
脸	liǎn	2
练	liàn	2
练习	liànxí	2
凉	liáng	2
凉快	liáng kuai	2
两	liǎng	2
亮	liàng	2
辆	liàng	2
零下	líng xià	2
留	liú	2
留下	liúxià	2
留学生	liúxuéshēng	2
流	liú	2
流利	liú lì	2
流行	liúxíng	2
路边	lù biān	2
旅客	lǔkè	2
旅行	lǔxíng	2
旅游	lǚ yoú	2
绿	lù	2
绿色	lùsè	2
卖	mài	2
满	mǎn	2
满意	mǎnyì	2
猫	māo	2
米	mǐ	2
面	miàn	2
面前	miànqián	2
名	míng	2
名称	míngchēng	2
名单	míngdān	2
明星	míngxīng	2
目的	mùdì	2
拿出	náchū	2
拿到	nádào	2
那	nà	2
那会儿	nàhuìér	2
那么	nàmo	2
那时候	nà shí hou	2
那样	nàyàng	2
南方	nánfāng	2
难过	nánguò	2
难看	nán kàn	2
难受	nán shoù	2
难题	nántí	2
难听	nán tīng	2
能够	nénggòu	2
年级	nián jí	2
年轻	niánqīng	2
鸟	niǎo	2
弄	nòng	2
努力	nǔlì	2
爬	pá	2
爬山	páshān	2
怕	pà	2
排	pái	2
排队	páiduì	2
排球	páiqiú	2
碰	pèng	2
碰到	pèngdào	2
碰见	pèng jiàn	2
篇	piān	2
便宜	piányí	2
片	piàn	2
漂亮	piàoliàng	2
平	píng	2
平安	píngān	2
平常	píngcháng	2
平等	píngděng	2
平时	píng shí	2
瓶	píng	2
瓶子	píng zi	2
普通	pǔtōng	2
普通话	pǔ tōng huà	2
其他	qítā	2
其中	qízhōng	2
骑	qí	2
骑车	qí chē	2
起飞	qǐfēi	2
气	qì	2
气温	qìwēn	2
千	qiān	2
千克	qiān kè	2
前年	qián nián	2
墙	qiáng	2
青年	qīngnián	2
青少年	qīngshàonián	2
轻	qīng	2
清楚	qīngchǔ	2
晴	qíng	2
晴天	qíng tiān	2
请客	qǐng kè	2
请求	qǐngqiú	2
秋天	qiū tiān	2
求	qiú	2
球场	qiúchǎng	2
球队	qiúduì	2
球鞋	qiú xié	2
取	qǔ	2
取得	qǔdé	2
全	quán	2
全部	quánbù	2
全国	quán guó	2
全家	quán jiā	2
全年	quán nián	2
全身	quánshēn	2
全体	quántǐ	2
然后	ránhòu	2
让	ràng	2
热情	rèqíng	2
人口	rénkǒu	2
人们	rénmen	2
人数	rénshù	2
认为	rènwéi	2
日报	rì bào	2
日子	rìzi	2
如果	rúguǒ	2
入口	rùkǒu	2
商量	shāngliáng	2
商人	shāngrén	2
上周	shàng zhoū	2
少数	shǎoshù	2
少年	shàonián	2
身边	shēnbiān	2
什么样	shén me yàng	2
生	shēng	2
生词	shēng cí	2
生活	shēnghuó	2
声音	shēngyīn	2
省	shěng, xǐng	2
十分	shífēn	2
实际	shíjì	2
实习	shíxí	2
实现	shíxiàn	2
实在	shízài	2
食物	shíwù	2
使用	shǐyòng	2
市	shì	2
市长	shìzhǎng	2
事情	shìqíng	2
收	shōu	2
收到	shōudào	2
收入	shōurù	2
手表	shǒubiǎo	2
受到	shòudào	2
舒服	shūfú	2
熟	shú	2
数	shù	2
数字	shùzì	2
水平	shuǐpíng	2
顺利	shùnlì	2
说明	shuōmíng	2
司机	sījī	2
送到	sòngdào	2
送给	sònggěi	2
算	suàn	2
虽然	suīrán	2
随便	suíbiàn	2
随时	suíshí	2
所以	suǒyǐ	2
所有	suǒyǒu	2
它	tā	2
它们	tāmen	2
太太	tàitài	2
太阳	tàiyáng	2
态度	tàidù	2
讨论	tǎolùn	2
套	tào	2
特别	tèbié	2
特点	tèdiǎn	2
疼	téng	2
提	tí	2
提出	tíchū	2
提到	tídào	2
提高	tígāo	2
题	tí	2
体育	tǐyū	2
体育场	tǐ yù chǎng	2
体育馆	tǐyūguǎn	2
天上	tiān shàng	2
条	tiáo	2
条件	tiáojiàn	2
听讲	tīng jiǎng	2
听说	tīngshuō	2
停	tíng	2
停车	tíngchē	2
停车场	tíngchēchǎng	2
挺	tǐng	2
挺好	tǐng hǎo	2
通	tōng	2
通过	tōngguò	2
通知	tōngzhī	2
同时	tóng shí	2
同事	tóngshì	2
同样	tóngyàng	2
头	tóu	2
头发	tóufǎ	2
图片	túpiàn	2
推	tuī	2
腿	tuǐ	2
外地	wàidì	2
外卖	wài mài	2
完	wán	2
完成	wánchéng	2
完全	wánquán	2
晚安	wǎn ān	2
晚报	wǎn bào	2
晚餐	wǎncān	2
晚会	wǎnhuì	2
碗	wǎn	2
万	wàn	2
网	wǎng	2
网球	wǎngqiú	2
网站	wǎng zhàn	2
往	wǎng	2
为	wéi	2
为什么	wèishéme	2
位	wèi	2
味道	wèidào	2
喂	wèi	2
温度	wēndù	2
闻	wén	2
问路	wèn lù	2
问题	wèntí	2
午餐	wǔcān	2
午睡	wǔ shuì	2
西北	xīběi	2
西餐	xī cān	2
西方	xīfāng	2
西南	xī nán	2
西医	xī yī	2
习惯	xíguàn	2
洗衣机	xǐ yī jī	2
洗澡	xǐzǎo	2
下	xià	2
下雪	xià xuě	2
下周	xià zhoū	2
夏天	xià tiān	2
相同	xiāngtóng	2
相信	xiāngxìn	2
响	xiǎng	2
想到	xiǎngdào	2
想法	xiǎngfǎ	2
想起	xiǎngqǐ	2
向	xiàng	2
相机	xiàngjī	2
像	xiàng	2
小	xiǎo	2
小声	xiǎo shēng	2
小时候	xiǎo shí hou	2
小说	xiǎoshuō	2
小心	xiǎoxīn	2
小组	xiǎozǔ	2
校园	xiàoyuán	2
校长	xiàozhǎng	2
笑话	xiàohuà	2
笑话儿	xiàohuà r	2
鞋	xié	2
心里	xīn li	2
心情	xīnqíng	2
心中	xīn zhōng	2
新闻	xīnwén	2
信	xìn	2
信号	xìnhào	2
信息	xìn xī	2
信心	xìnxīn	2
信用卡	xìnyòngkǎ	2
星星	xīngxīng	2
行动	xíngdòng	2
行人	xíngrén	2
行为	xíngwéi	2
姓	xìng	2
姓名	xìngmíng	2
休假	xiūjià	2
许多	xǔduō	2
选	xuǎn	2
学期	xuéqí	2
雪	xuě	2
颜色	yánsè	2
眼	yǎn	2
眼睛	yǎnjīng	2
养	yǎng	2
样子	yàngzi	2
要求	yāoqiú	2
药	yào	2
药店	yào diàn	2
药片	yào piàn	2
药水	yào shuǐ	2
也许	yěxǔ	2
夜	yè	2
夜里	yè li	2
一部分	yī bù fèn	2
一定	yīdìng	2
一共	yīgòng	2
一会儿	yīhuìr	2
一路平安	yī lù píng ān	2
一路顺风	yī lù shùn fēng	2
已经	yǐjīng	2
以后	yǐhòu	2
以前	yǐqián	2
以上	yǐshàng	2
以外	yǐwài	2
以为	yǐwéi	2
以下	yǐxià	2
椅子	yǐzi5	2
一般	yībān	2
一点点	yī diǎn diǎn	2
一生	yīshēng	2
一直	yīzhí	2
亿	yì	2
意见	yìjiàn	2
意思	yìsī	2
因为	yīnwèi	2
阴	yīn	2
阴天	yīn tiān	2
音节	yīnjié	2
音乐	yīnyuè	2
音乐会	yīnyuèhuì	2
银行	yínháng	2
银行卡	yín háng kǎ	2
应该	yīnggāi	2
英文	yīngwén	2
英语	yīngyǔ	2
影片	yǐngpiàn	2
影响	yǐngxiǎng	2
永远	yǒngyuǎn	2
油	yóu	2
游客	yoú kè	2
友好	yoǔ hǎo	2
有空儿	yǒu kòngr	2
有人	yoǔ rén	2
有点儿	yǒudiǎnr	2
有意思	yǒuyìsī	2
又	yòu	2
鱼	yū	2
语言	yǔyán	2
原来	yuánlái	2
原因	yuányīn	2
院	yuàn	2
院长	yuànzhǎng	2
院子	yuànzi5	2
愿意	yuànyì	2
月份	yuèfèn	2
月亮	yuèliàng	2
越	yuè	2
越来越	yuèláiyuè	2
云	yún	2
运动	yùndòng	2
咱	zá, zán	2
咱们	zánmen	2
脏	zāng	2
早餐	zǎocān	2
早晨	zǎo chén	2
早就	zǎo jiù	2
怎么办	zěnmebàn	2
怎么样	zěnmeyàng	2
怎样	zěnyàng	2
占	zhàn	2
站	zhàn	2
站住	zhàn zhù	2
长大	zhǎngdà	2
找出	zhǎochū	2
照顾	zhàogù	2
照片	zhàopiàn	2
照相	zhào xiàng	2
这么	zhèmo	2
这时候	zhèshíhòu	2
这样	zhèyàng	2
真正	zhēnzhèng	2
正常	zhèngcháng	2
正好	zhènghǎo	2
正确	zhèngquè	2
正是	zhèng shì	2
直接	zhíjiē	2
只	zhǐ	2
只能	zhǐ néng	2
只要	zhǐyào	2
纸	zhǐ	2
中餐	Zhōng cān	2
中级	zhōng jí	2
中年	zhōngnián	2
中小学	zhōngxiǎoxué	2
中心	zhōngxīn	2
中医	zhōngyī	2
重点	zhòngdiǎn	2
重视	zhòngshì	2
周	zhōu	2
周末	zhoū mò	2
周年	zhoū nián	2
主人	zhǔrén	2
主要	zhǔyào	2
住房	zhù fáng	2
住院	zhùyuàn	2
装	zhuāng	2
准确	zhǔnquè	2
自己	zìjǐ	2
自行车	zìxíngchē	2
自由	zìyóu	2
字典	zìdiǎn	2
走过	zoǔ guò	2
走进	zǒujìn	2
走开	zoǔ kāi	2
租	zū	2
组	zǔ	2
组成	zǔchéng	2
组长	zǔzhǎng	2
嘴	zuǐ	2
最近	zuì jìn	2
作家	zuòjiā	2
作文	zuòwén	2
作业	zuòyè	2
作用	zuòyòng	2
座	zuò	2
座位	zuò wèi	2
做到	zuòdào	2
做法	zuòfǎ	2
做饭	zuòfàn	2
爱心	àixīn	3
安排	ānpái	3
安装	ānzhuāng	3
按	àn	3
按照	ànzhào	3
把	bǎ	3
把握	bǎwò	3
白	bái	3
白菜	bái cài	3
班级	bānjí	3
搬	bān	3
搬家	bān jiā	3
板	bǎn, pàn	3
办理	bànlǐ	3
保	bǎo	3
保安	bǎo ān	3
保持	bǎochí	3
保存	bǎocún	3
保护	bǎohù	3
保留	bǎoliú	3
保险	bǎoxiǎn	3
保证	bǎozhèng	3
报	bào	3
报到	bàodào	3
报道	bào dào	3
报告	bàogào	3
背	bèi	3
北部	běibù	3
背后	bèihòu	3
被	bèi	3
被子	bèi zi	3
